company_id,rank,offer_product,prob,expected_revenue
comp_54cfce5079d6,1,Расширения,0.7837614987937769,9795.62887258819
comp_54cfce5079d6,2,Enterprise-300,0.1466870550150062,2819.5124574586507
comp_54cfce5079d6,3,Тарифы Webinar СМБ,0.03786559224240609,436.9486991793006
comp_54e0eed93808,1,Enterprise-300,0.8048494896846523,15470.234659172656
comp_54e0eed93808,2,Расширения,0.12353318904035436,1543.945798752469
comp_54e0eed93808,3,Тарифы Webinar СМБ,0.0512800474934822,591.7443441182003
comp_54f106eb7d73,1,Расширения,0.8231966493304546,10288.498323035108
comp_54f106eb7d73,2,Тарифы Webinar СМБ,0.07876247830929231,908.8769091756404
comp_54f106eb7d73,3,Enterprise Total-150,0.04574076394714439,1137.9231541531612
comp_54f3701b1ec2,1,Расширения,0.7599364953697538,9497.858579215716
comp_54f3701b1ec2,2,Общие Тарифы Webinar Enterprise,0.16576546419404614,9809.415116424143
comp_54f3701b1ec2,3,Тарифы Webinar СМБ,0.04623688674413641,533.5489641259414
comp_5529f1368d24,1,Чаты,0.8395271217096073,14224.139903902651
comp_5529f1368d24,2,Расширения,0.08237231771157473,1029.5078986647407
comp_5529f1368d24,3,Тарифы Webinar СМБ,0.040857740554992285,471.4764917083684
comp_5536a0a59876,1,Enterprise-100,0.6563169076272184,9743.360188177765
comp_5536a0a59876,2,Расширения,0.18672816691043378,2333.7709570173583
comp_5536a0a59876,3,Тарифы Webinar СМБ,0.14243566645046302,1643.6314734981638
comp_5544212c1e8f,1,Тарифы Webinar СМБ,0.9726778031705853,11224.182051482436
comp_5544212c1e8f,2,Расширения,0.016139674659237414,201.7173123833233
comp_5544212c1e8f,3,Enterprise-150,0.001974220495287664,33.13092332379634
comp_554a752ddbaf,1,Расширения,0.8920004187601507,11148.423429595832
