company_id,segment,action,priority,ltv_pred_lgb_clip,ltv_12m_actual,ltv_rank,monetary_12m,growth_rate_12m,frequency,n_unique_products,renewal_share_line,has_collab
comp_eee63a5b5b92,VIP_Default,Проверить ключевого клиента (VIP),VIP,100467.75565441573,100000.0,74.0,100000.0,3.3333333333333335,13,1,0.08333333333333333,0
comp_35b3a82f79af,VIP_Default,Проверить ключевого клиента (VIP),VIP,98313.23911141831,161000.0,75.0,80000.0,1.509433962264151,11,6,0.75,0
comp_15e2737e39c7,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,97450.59238820938,123000.0,76.0,72000.0,0.0,3,3,0.0,0
comp_03d7aef1b0c1,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,95954.36762647035,35000.0,77.0,38000.0,2.533333333333333,82,2,0.9318181818181818,0
comp_0aa5945078c3,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,95548.56840099773,94000.0,78.0,94000.0,1.3623188405797102,8,4,0.6428571428571429,0
comp_2e462a0696f7,VIP_Default,Проверить ключевого клиента (VIP),VIP,95538.91598337327,83000.0,79.0,53000.0,0.4732142857142857,7,5,0.8333333333333334,0
comp_0a261364d50c,VIP_Default,Проверить ключевого клиента (VIP),VIP,94478.90213346216,107000.0,80.0,96000.0,1.4328358208955223,14,4,0.9444444444444444,0
comp_86c075c9a2cc,VIP_Default,Проверить ключевого клиента (VIP),VIP,94315.4621486065,110000.0,81.0,130000.0,1.1818181818181819,24,1,0.43478260869565216,0
comp_e80be60fdaae,VIP_Default,Проверить ключевого клиента (VIP),VIP,93354.35377627713,90000.0,82.0,100000.0,1.6666666666666667,16,1,0.3125,0
comp_d5ce2feb8942,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,93329.69366418758,197000.0,83.0,67000.0,0.0,1,2,0.0,0
comp_f236f371ab19,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,92996.45034861831,30000.0,84.0,50000.0,0.625,77,2,0.5306122448979592,0
comp_c91c676b0a34,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,92517.7655257661,76000.0,85.0,74000.0,2.0,3,3,0.14285714285714285,0
comp_b438021903c0,VIP_Default,Проверить ключевого клиента (VIP),VIP,92431.37369975107,108000.0,86.0,72000.0,1.3333333333333333,8,3,0.75,0
comp_5633f7e5c9d5,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,91812.07398942272,110000.0,87.0,70000.0,1.3725490196078431,12,1,0.3333333333333333,0
comp_b9f23ef657eb,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,91398.94697311154,17000.0,88.0,100000.0,0.6802721088435374,18,2,0.6756756756756757,0
comp_5d7f0d6a96d8,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,90511.02785220786,82000.0,89.0,11000.0,0.03323262839879154,44,2,0.5833333333333334,0
comp_22547e79565b,VIP_Default,Проверить ключевого клиента (VIP),VIP,90455.75248872318,122000.0,90.0,116000.0,1.4146341463414633,6,3,0.7142857142857143,0
comp_2e24a5d07b00,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,89890.05409255857,65000.0,91.0,100000.0,0.6369426751592356,11,6,0.5625,0
comp_3d17a736af62,VIP_Default,Проверить ключевого клиента (VIP),VIP,89637.73167652069,0.0,92.0,143000.0,3.575,13,4,0.5294117647058824,0
comp_29c461975f09,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,89208.74792125827,0.0,93.0,141000.0,0.0,1,2,0.0,0
comp_06196c65dd6d,VIP_Default,Проверить ключевого клиента (VIP),VIP,89092.71737249491,57000.0,94.0,139000.0,1.3627450980392157,19,8,0.9117647058823529,0
comp_2687d8d66870,VIP_Default,Проверить ключевого клиента (VIP),VIP,88973.98325473392,105000.0,95.0,129000.0,1.0932203389830508,13,4,0.8695652173913043,0
comp_50f8d69925a1,VIP_Default,Проверить ключевого клиента (VIP),VIP,88818.56580817986,147000.0,96.0,112000.0,0.0,14,7,0.8421052631578947,0
comp_272c6c139d9b,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,88747.91735405663,33000.0,97.0,66000.0,1.32,5,1,0.5714285714285714,0
comp_612c7908ae16,VIP_Default,Проверить ключевого клиента (VIP),VIP,87597.03265648172,57000.0,98.0,156000.0,3.5454545454545454,7,2,0.5263157894736842,0
comp_56f1a96b2358,VIP_Default,Проверить ключевого клиента (VIP),VIP,87477.96015993597,121000.0,99.0,100000.0,1.1111111111111112,20,1,0.45,0
comp_4145e1d8cc99,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,87413.45767958411,50000.0,100.0,120000.0,12.0,14,1,0.14285714285714285,0
comp_03d639c362de,VIP_Default,Проверить ключевого клиента (VIP),VIP,87152.05097113941,77000.0,101.0,149000.0,2.6607142857142856,10,6,0.4166666666666667,0
comp_732572415483,VIP_Default,Проверить ключевого клиента (VIP),VIP,87115.48716578317,92000.0,102.0,100000.0,0.0,3,3,0.0,0
comp_5bce62a9c514,VIP_Default,Проверить ключевого клиента (VIP),VIP,85679.1841672618,93000.0,103.0,132000.0,0.8571428571428571,37,1,0.6216216216216216,0
comp_0312f1b7139d,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,85206.94047375268,123000.0,104.0,76000.0,1.4615384615384615,9,4,0.9285714285714286,0
comp_0d2ed9346d02,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,84832.14464502952,80000.0,105.0,100000.0,2.5,33,3,0.2,1
comp_d70fd646756d,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,84585.83053984647,106000.0,106.0,85000.0,0.0,2,3,0.0,1
comp_dd8b18832baa,VIP_Default,Проверить ключевого клиента (VIP),VIP,84063.5122601203,114000.0,107.0,90000.0,1.2162162162162162,10,5,0.8888888888888888,0
comp_1b93d2f175bf,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,83547.78459185343,63000.0,108.0,124000.0,3.757575757575758,21,2,0.6785714285714286,0
comp_c3155a7993ac,VIP_Default,Проверить ключевого клиента (VIP),VIP,83212.50252937194,72000.0,109.0,87000.0,2.175,12,4,0.7368421052631579,0
comp_619fe167e984,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,82968.50181847082,123000.0,110.0,95000.0,2.021276595744681,4,5,0.1875,1
comp_fb1eeb892703,VIP_Default,Проверить ключевого клиента (VIP),VIP,82929.76077587633,0.0,111.0,97000.0,1.4923076923076923,14,4,0.9565217391304348,0
comp_1cd75cbc3843,VIP_Default,Проверить ключевого клиента (VIP),VIP,82545.70371781079,16000.0,112.0,13000.0,1.0,47,2,0.7777777777777778,0
comp_c10168d4f1e3,VIP_Default,Проверить ключевого клиента (VIP),VIP,82480.56985544703,20000.0,113.0,81000.0,8.1,7,3,0.4444444444444444,0
comp_98d24ba90969,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,80841.14812922111,155000.0,114.0,86000.0,1.323076923076923,7,3,0.75,0
comp_5b8280f2aa2d,VIP_Default,Проверить ключевого клиента (VIP),VIP,80607.87110768241,51000.0,115.0,69000.0,1.7692307692307692,10,3,0.9411764705882353,0
comp_91ea57c75600,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,80521.6657567438,0.0,116.0,110000.0,5.5,14,4,0.25,1
comp_f2fe9a0d8ab6,VIP_Default,Проверить ключевого клиента (VIP),VIP,80326.32713309993,105000.0,117.0,83000.0,7.545454545454546,5,2,0.4444444444444444,0
comp_65965735d42f,VIP_Default,Проверить ключевого клиента (VIP),VIP,79638.0695575583,110000.0,118.0,83000.0,0.0,1,2,0.0,0
comp_7f9392fa93fd,VIP_Default,Проверить ключевого клиента (VIP),VIP,79222.43405437791,21000.0,119.0,87000.0,0.0,6,3,0.0,0
comp_08792d37acdc,VIP_Default,Проверить ключевого клиента (VIP),VIP,78799.0403302641,79000.0,120.0,77000.0,1.925,11,5,0.6,0
comp_72104a6e68b3,VIP_Default,Проверить ключевого клиента (VIP),VIP,78508.94889352712,0.0,121.0,72000.0,0.0,1,2,0.0,0
comp_e10ee6ae2c79,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,78312.65426801644,0.0,122.0,89000.0,1.2535211267605635,8,2,0.3076923076923077,0
comp_9eb26ef2d3bf,VIP_Default,Проверить ключевого клиента (VIP),VIP,78132.58031121959,119000.0,123.0,92000.0,1.3333333333333333,20,2,1.0,0
comp_fa190b4831db,VIP_Default,Проверить ключевого клиента (VIP),VIP,77360.05328592387,118000.0,124.0,103000.0,1.4714285714285715,8,3,0.6666666666666666,0
comp_22a3185a0c0a,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,77156.90186008463,67000.0,125.0,85000.0,1.9767441860465116,17,3,0.95,0
comp_b0fd1552dfb0,VIP_Default,Проверить ключевого клиента (VIP),VIP,76840.97352661814,47000.0,126.0,108000.0,5.142857142857143,8,2,0.6666666666666666,0
comp_c826660208f2,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,76289.03698293635,0.0,127.0,91000.0,3.9565217391304346,6,3,0.5454545454545454,0
comp_3e77dde288af,VIP_Default,Проверить ключевого клиента (VIP),VIP,75643.18205848317,0.0,128.0,117000.0,1.3295454545454546,4,2,0.6428571428571429,0
comp_c2c9438248d3,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,75384.471983863,102000.0,129.0,128000.0,1.1531531531531531,10,2,0.9666666666666667,0
comp_c2c2d33b98be,VIP_Default,Проверить ключевого клиента (VIP),VIP,75318.27412800331,92000.0,130.0,99000.0,1.1,5,4,0.875,0
comp_aaa698b4397d,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,74465.03260961542,0.0,131.0,0.0,0.0,23,2,0.9166666666666666,0
comp_d9fd1167d951,VIP_Default,Проверить ключевого клиента (VIP),VIP,74284.01129158794,110000.0,132.0,110000.0,1.375,25,1,0.56,0
comp_3ba241d96923,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,74223.44572576624,90000.0,133.0,80000.0,1.3333333333333333,19,1,0.5263157894736842,0
comp_de9a83cb5f00,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,73744.99611514669,0.0,134.0,0.0,0.0,48,2,1.0,0
comp_5f865ac31cb0,VIP_Default,Проверить ключевого клиента (VIP),VIP,73341.83371573355,130000.0,135.0,91000.0,1.3,32,2,0.5098039215686274,0
comp_60f17fd4dc26,VIP_Default,Проверить ключевого клиента (VIP),VIP,72658.20300211015,121000.0,136.0,105000.0,1.0606060606060606,10,4,0.9411764705882353,0
comp_69d4f9522a60,VIP_Default,Проверить ключевого клиента (VIP),VIP,72413.36501817511,62000.0,137.0,103000.0,0.9809523809523809,9,7,0.5217391304347826,0
comp_6b2ec3e54254,VIP_Default,Проверить ключевого клиента (VIP),VIP,71946.62698528536,43000.0,138.0,127000.0,1.4597701149425288,18,2,0.8,0
comp_cd296e1cc176,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,71575.09958263703,79000.0,139.0,95000.0,2.111111111111111,9,2,0.3076923076923077,0
comp_fc47d84ddceb,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,70720.18870972176,78000.0,140.0,53000.0,3.3125,7,5,0.42857142857142855,0
comp_7072a0518481,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,70638.36988896596,123000.0,141.0,71000.0,1.2241379310344827,7,4,0.0,0
comp_a8c592f59595,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,70292.79387349125,72000.0,142.0,63000.0,0.0,1,2,0.0,0
comp_858f2acce20f,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,70191.38588395687,44000.0,143.0,69000.0,0.0,5,3,0.2,0
comp_070f8e5067bc,VIP_Default,Проверить ключевого клиента (VIP),VIP,70013.61864269058,50000.0,144.0,66000.0,0.0,7,3,0.375,0
comp_4dad78cf04c9,VIP_Default,Проверить ключевого клиента (VIP),VIP,69654.0278800557,63000.0,145.0,61000.0,1.0892857142857142,12,3,0.9333333333333333,0
comp_927756d1694c,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,69607.5612936572,97000.0,146.0,59000.0,2.269230769230769,6,3,0.5,0
comp_c1bd5ec257ac,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,69341.84406935463,84000.0,147.0,68000.0,1.0625,3,1,0.6666666666666666,0
comp_e70e01050ea7,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,69044.65020584971,20000.0,148.0,100000.0,1.1111111111111112,21,1,0.47619047619047616,0
comp_632311f6f48b,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,68704.91619349063,77000.0,149.0,88000.0,1.6603773584905661,39,2,0.7837837837837838,0
comp_c04cfeeb824c,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,67208.34125156452,60000.0,150.0,70000.0,0.7777777777777778,16,1,0.4375,0
comp_20b2bafdb60d,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,67092.80084775857,0.0,151.0,100000.0,1.5384615384615385,6,5,0.6923076923076923,0
comp_e75edfd47c23,VIP_Default,Проверить ключевого клиента (VIP),VIP,66586.8498666652,164000.0,152.0,114000.0,0.7354838709677419,32,4,0.7297297297297297,0
comp_aca73e65861f,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,66489.00075714932,106000.0,153.0,70000.0,2.0588235294117645,3,4,0.8571428571428571,0
comp_f39a475cd0ba,VIP_Default,Проверить ключевого клиента (VIP),VIP,66183.92386349812,44000.0,154.0,88000.0,1.035294117647059,13,4,0.3888888888888889,0
comp_8a0102605f81,VIP_Default,Проверить ключевого клиента (VIP),VIP,65322.130725553994,61000.0,155.0,62000.0,1.0,12,4,0.6470588235294118,0
comp_3be160e5cc3f,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,65227.32001631898,90000.0,156.0,80000.0,1.1428571428571428,18,1,0.5,0
comp_23d0fde4d8e1,VIP_Default,Проверить ключевого клиента (VIP),VIP,64982.03938474481,66000.0,157.0,61000.0,1.0166666666666666,9,3,0.6153846153846154,0
comp_80b90f2d413f,VIP_Default,Проверить ключевого клиента (VIP),VIP,64633.63980456963,10000.0,158.0,100000.0,0.6211180124223602,37,1,0.6470588235294118,0
comp_7814dc8fe12b,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,64473.51985516363,71000.0,159.0,84000.0,0.0,2,2,0.6,0
comp_7a202ca67903,VIP_Default,Проверить ключевого клиента (VIP),VIP,64443.0200763887,38000.0,160.0,118000.0,0.7329192546583851,18,3,0.717948717948718,1
comp_427f8a270198,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,64367.18821660162,71000.0,161.0,71000.0,1.1639344262295082,7,2,0.8235294117647058,0
comp_bbc553181261,VIP_Default,Проверить ключевого клиента (VIP),VIP,63812.16310841684,38000.0,162.0,68000.0,1.0461538461538462,20,2,0.8285714285714286,0
comp_af064784cadd,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,63645.847839132,45000.0,163.0,93000.0,0.0,6,5,0.6,0
comp_21d7d3202550,VIP_Default,Проверить ключевого клиента (VIP),VIP,63602.949016585844,70000.0,164.0,82000.0,2.05,5,3,0.8888888888888888,0
comp_75afd6973a2f,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,63361.37449962193,94000.0,165.0,48000.0,2.2857142857142856,5,1,0.5,0
comp_ba4b88602942,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,63005.49283193715,67000.0,166.0,50000.0,3.3333333333333335,7,3,0.8181818181818182,0
comp_c12af7b93c9f,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,62718.21324558839,63000.0,167.0,61000.0,0.7625,7,2,0.9285714285714286,0
comp_ef0549ee47d2,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,62490.11257089198,78000.0,168.0,46000.0,1.3529411764705883,11,5,0.8,0
comp_1aa430360488,VIP_Default,Проверить ключевого клиента (VIP),VIP,62454.93691175994,0.0,169.0,0.0,0.0,4,3,0.8571428571428571,0
comp_709bb77d458d,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,62294.30122208886,0.0,170.0,137000.0,2.74,2,1,0.5,0
comp_0a06ba459d05,VIP_Default,Проверить ключевого клиента (VIP),VIP,62241.4928988449,71000.0,171.0,66000.0,1.11864406779661,10,4,0.9444444444444444,0
comp_682de729ccc8,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,62073.97917302437,70000.0,172.0,80000.0,0.7272727272727273,19,1,0.5263157894736842,0
comp_c21031e79de8,VIP_Default,Проверить ключевого клиента (VIP),VIP,61701.6054765542,75000.0,173.0,64000.0,1.1228070175438596,7,5,0.8181818181818182,0
comp_360856162a5e,VIP_Default,Проверить ключевого клиента (VIP),VIP,61495.39512273045,68000.0,174.0,68000.0,2.4285714285714284,4,3,0.75,0
comp_f114f344dd77,VIP_Default,Проверить ключевого клиента (VIP),VIP,61264.10899213336,0.0,175.0,112000.0,0.0,12,2,0.0,0
comp_e1c62fcda0f3,VIP_Default,Проверить ключевого клиента (VIP),VIP,60962.547994145,60000.0,176.0,45000.0,1.0465116279069768,2,1,0.0,0
comp_f0a95b7f1a60,VIP_Default,Проверить ключевого клиента (VIP),VIP,60843.40675258562,90000.0,177.0,54000.0,0.0,5,1,0.0,0
comp_b40e80548e51,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,60840.874210363996,49000.0,178.0,166000.0,0.0,1,1,0.0,0
comp_03c68b3e6173,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,60219.72068563999,0.0,179.0,83000.0,1.930232558139535,3,2,0.5833333333333334,0
comp_f36cba98d242,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,59806.7807611032,106000.0,180.0,75000.0,3.125,2,3,0.8333333333333334,0
comp_eff27a22f817,VIP_Default,Проверить ключевого клиента (VIP),VIP,59795.06151313866,0.0,181.0,47000.0,0.0,1,1,0.0,0
comp_3a21d97f263e,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,58330.27842438085,0.0,182.0,63000.0,5.7272727272727275,5,2,0.5714285714285714,0
comp_b44a6087b870,VIP_Default,Проверить ключевого клиента (VIP),VIP,58124.88193589683,79000.0,183.0,70000.0,1.044776119402985,3,4,0.6153846153846154,0
comp_b039dc591219,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,57702.487278376,93000.0,184.0,84000.0,1.037037037037037,3,2,0.75,0
comp_b815c544d13c,VIP_Default,Проверить ключевого клиента (VIP),VIP,57417.91040000878,53000.0,185.0,60000.0,1.0,13,2,0.5,0
comp_0a975bc0b4cb,VIP_Default,Проверить ключевого клиента (VIP),VIP,57379.1800133334,97000.0,186.0,96000.0,0.0,8,3,0.625,0
comp_ce848b8f4462,VIP_Default,Проверить ключевого клиента (VIP),VIP,57290.339975214694,70000.0,187.0,60000.0,0.0,1,1,0.0,0
comp_ecc3bed3d3b2,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,57272.41554923694,64000.0,188.0,55000.0,1.0,2,1,0.5,0
comp_7290df49ffe1,VIP_AtRisk,"CS: предотвращение оттока, спецпредложения",VIP,56984.5004998176,205000.0,189.0,50000.0,0.0,5,1,0.0,0
comp_9e088765a2e9,VIP_Default,Проверить ключевого клиента (VIP),VIP,56603.59182353262,86000.0,190.0,41000.0,1.28125,18,3,0.75,0
comp_2084b3f971e2,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,56589.069814781265,99000.0,191.0,59000.0,0.0,1,2,0.0,0
comp_8190684ded57,High_CrossSell,Кросс-сейл: предложить доп. продукты,VIP,56035.01864023803,60000.0,192.0,50000.0,1.3157894736842106,11,2,0.9444444444444444,0
comp_001eac7794df,VIP_Default,Проверить ключевого клиента (VIP),VIP,56009.108105414096,80000.0,193.0,80000.0,0.8,19,1,0.5789473684210527,0
comp_76ae50ceaa20,VIP_Growth,Retention + Upsell коллаб-продуктов,VIP,55950.1991696569,68000.0,194.0,91000.0,2.275,42,3,0.6326530612244898,0
comp_bfd43cd1840f,VIP_Default,Проверить ключевого клиента (VIP),VIP,55514.666936391666,11000.0,195.0,66000.0,0.6111111111111112,18,4,0.9166666666666666,0
comp_516351c254c1,VIP_Default,Проверить ключевого клиента (VIP),VIP,55467.61255772144,112000.0,196.0,156000.0,1.8571428571428572,4,3,0.6153846153846154,0
comp_c5d550eacb52,VIP_Default,Проверить ключевого клиента (VIP),VIP,55440.35521403897,11000.0,197.0,130000.0,1.1111111111111112,3,2,0.6666666666666666,0
comp_70665fe8cbac,VIP_Default,Проверить ключевого клиента (VIP),VIP,55179.96662820339,78000.0,198.0,76000.0,1.027027027027027,8,3,1.0,0
comp_0c5ec037fd0e,High_Default,Проверить клиента High,High,55080.215343260825,80000.0,199.0,78000.0,1.2,4,4,0.8333333333333334,0
comp_47befbadb725,High_Default,Проверить клиента High,High,54904.59195804171,90000.0,200.0,101000.0,0.8487394957983193,8,5,0.6428571428571429,0
comp_b40a9cd6de08,High_Default,Проверить клиента High,High,54790.18533701855,78000.0,201.0,35000.0,3.5,5,3,0.16666666666666666,0
comp_56deddfe2002,High_CrossSell,Кросс-сейл: предложить доп. продукты,High,54790.107278263065,51000.0,202.0,59000.0,1.5945945945945945,3,2,0.5,0
comp_32424cd37601,High_CrossSell,Кросс-сейл: предложить доп. продукты,High,54683.13072428317,57000.0,203.0,47000.0,1.2702702702702702,11,2,0.9473684210526315,0
comp_7819358082fc,High_Default,Проверить клиента High,High,54581.035991025245,156000.0,204.0,132000.0,3.7714285714285714,6,4,0.75,0
comp_81bdfae3c51d,High_Default,Проверить клиента High,High,53701.84381013454,105000.0,205.0,29000.0,0.0,1,1,0.0,0
comp_f611a6924f0e,High_Default,Проверить клиента High,High,53209.52422997999,0.0,206.0,40000.0,0.0,1,1,0.0,0
comp_d860dc444d78,High_Default,Проверить клиента High,High,53106.74876240858,83000.0,207.0,65000.0,0.8227848101265823,6,4,0.7142857142857143,0
comp_0cabbe8ce4fa,High_Default,Проверить клиента High,High,52240.598295161435,70000.0,208.0,56000.0,0.7567567567567568,11,5,0.9473684210526315,0
comp_a51bb48e7bfb,High_Default,Проверить клиента High,High,52236.7733806896,32000.0,209.0,73000.0,0.7373737373737373,12,3,0.7333333333333333,0
comp_570bf4c116ca,High_CrossSell,Кросс-сейл: предложить доп. продукты,High,51958.87870244058,46000.0,210.0,65000.0,1.9696969696969697,7,2,0.5555555555555556,0
comp_33a10866d38c,High_Default,Проверить клиента High,High,51777.039528941634,104000.0,211.0,24000.0,0.0,2,1,0.5,0
comp_4eb587bf2aed,High_Default,Проверить клиента High,High,51748.569609059945,0.0,212.0,111000.0,1.3214285714285714,6,3,0.8,0
comp_b8bbfe610b3f,High_Default,Проверить клиента High,High,51700.97664103159,49000.0,213.0,36000.0,1.5,5,3,1.0,0
comp_be57d1539014,High_Default,Проверить клиента High,High,51396.85934779262,68000.0,214.0,62000.0,0.8611111111111112,5,3,0.6363636363636364,0
comp_fcfc4ef622ac,High_Default,Проверить клиента High,High,51175.614685380875,80000.0,215.0,39000.0,0.0,3,3,0.6666666666666666,0
comp_7651bae1dd20,High_Default,Проверить клиента High,High,51067.90744193682,0.0,216.0,93000.0,2.066666666666667,4,5,0.7,0
comp_ada6a3972d23,High_Default,Проверить клиента High,High,50606.05955272769,0.0,217.0,91000.0,1.2133333333333334,17,4,0.8,0
comp_e19676134966,High_Default,Проверить клиента High,High,50225.60722024888,0.0,218.0,92000.0,2.787878787878788,16,5,0.47058823529411764,1
comp_fb6051d9d68a,High_Default,Проверить клиента High,High,49881.964553474536,185000.0,219.0,28000.0,0.0,1,2,0.0,0
comp_735534c41ac1,High_Default,Проверить клиента High,High,49747.43754203276,125000.0,220.0,50000.0,0.5376344086021505,16,5,0.8095238095238095,0
comp_7945bd4080fb,High_CrossSell,Кросс-сейл: предложить доп. продукты,High,49488.88748648575,0.0,221.0,77000.0,3.5,9,1,0.7777777777777778,0
comp_b884a3268c3b,High_Default,Проверить клиента High,High,49347.99219815661,63000.0,222.0,50000.0,2.1739130434782608,3,2,0.0,0
comp_5125edf94437,High_Default,Проверить клиента High,High,49278.45264658645,21000.0,223.0,65000.0,2.4074074074074074,7,3,0.875,0
comp_85c42146e91c,High_Default,Проверить клиента High,High,49274.276952901346,59000.0,224.0,56000.0,2.3333333333333335,10,3,0.7272727272727273,0
comp_a24ac710861c,High_Default,Проверить клиента High,High,49082.357503191386,66000.0,225.0,44000.0,0.0,4,1,0.75,0
comp_73bd13e0730c,High_Default,Проверить клиента High,High,48954.40923257479,37000.0,226.0,73000.0,2.8076923076923075,8,3,0.8181818181818182,0
comp_b6cac01e33c0,High_Default,Проверить клиента High,High,48950.91350961028,68000.0,227.0,52000.0,1.0612244897959184,12,5,0.9166666666666666,0
comp_af97d108458c,High_CrossSell,Кросс-сейл: предложить доп. продукты,High,48912.01642236387,52000.0,228.0,54000.0,0.8571428571428571,10,2,0.25,0
comp_63f910e7952f,High_Default,Проверить клиента High,High,48824.8091681402,76000.0,229.0,48000.0,1.0212765957446808,14,3,0.7777777777777778,0
comp_4b4865e7e662,High_Default,Проверить клиента High,High,48808.513015329554,0.0,230.0,84000.0,1.3548387096774193,4,3,0.75,0
comp_f82718a3e09a,High_Default,Проверить клиента High,High,48737.382167809024,37000.0,231.0,47000.0,1.2702702702702702,12,3,0.8125,0
comp_db883784556b,High_Default,Проверить клиента High,High,48643.25898363387,32000.0,232.0,66000.0,1.1,4,2,0.7619047619047619,0
comp_35d3b8e97130,High_Default,Проверить клиента High,High,48548.74999421887,82000.0,233.0,23000.0,0.5111111111111111,3,2,0.3333333333333333,0
comp_7aae995c7da2,High_CrossSell,Кросс-сейл: предложить доп. продукты,High,48456.97995405595,44000.0,234.0,53000.0,1.2619047619047619,12,2,0.35714285714285715,0
comp_a76a1ad42c25,High_Default,Проверить клиента High,High,48450.344495508456,22000.0,235.0,56000.0,1.1914893617021276,15,5,1.0,0
comp_f13d8c53784a,High_Default,Проверить клиента High,High,48312.12334232733,55000.0,236.0,60000.0,1.5789473684210527,5,3,0.8888888888888888,0
comp_e6623f5a6e27,High_Default,Проверить клиента High,High,48080.60592392322,99000.0,237.0,33000.0,0.0,3,2,0.0,0
comp_cc84ff290b9d,High_Default,Проверить клиента High,High,48027.028641740595,46000.0,238.0,44000.0,3.6666666666666665,4,3,0.5,0
comp_fee4da0a7890,High_Default,Проверить клиента High,High,47952.10612770549,0.0,239.0,124000.0,1.169811320754717,4,4,0.875,0
comp_8bc8b75893bc,High_CrossSell,Кросс-сейл: предложить доп. продукты,High,47766.70748568074,130000.0,240.0,50000.0,0.0,5,2,0.0,0
comp_dbf8c4f18bcc,High_Default,Проверить клиента High,High,47663.29111850276,36000.0,241.0,44000.0,3.6666666666666665,6,3,0.42857142857142855,0
comp_69d0476a07ae,High_Default,Проверить клиента High,High,47608.17440036806,72000.0,242.0,45000.0,2.142857142857143,11,5,0.8,0
comp_1483fb217266,High_Default,Проверить клиента High,High,47515.15223438053,10000.0,243.0,60000.0,0.0,4,2,0.5,0
comp_4ef95f87f436,High_Default,Проверить клиента High,High,47485.45290405015,74000.0,244.0,44000.0,1.0731707317073171,5,3,0.8,0
comp_93c61dbd3272,High_CrossSell,Кросс-сейл: предложить доп. продукты,High,47408.050216760086,71000.0,245.0,80000.0,0.8,43,2,0.7727272727272727,0
comp_3e46fdfcdebe,High_CrossSell,Кросс-сейл: предложить доп. продукты,High,47376.59529363139,70000.0,246.0,26000.0,1.0833333333333333,4,1,0.75,0
comp_22d03529fa6f,High_Default,Проверить клиента High,High,47375.68461926713,124000.0,247.0,59000.0,0.4244604316546763,6,3,0.8461538461538461,0
